context	label	split
In reference to MDMA, the lethal dose—50 in male albino mice—was almost 5 times lower in aggregated than in isolated conditions<CITED HERE>87).	background	train
We and others have characterized the biochemistry of serum-derived sMHC and shown quantitative differences between individuals of different human leukocyte antigen (HLA) haplotypes <CITED HERE>.	background	train
ISCA 2012 paper <CITED HERE>, simply adding more banks to the memory subsystem comes at signi cantly high costs or reduced performance regardless of the way it is done: more banks per chip, more ranks per channel, or more channels.	background	train
These results differ from those of Goodman et al. (2002) but are in agreement with two other studies (<CITED HERE>; Syv√§nen et al., 1997).	result	train
The PCR product was digested with AgeI/NotI and ligated between the G and the L gene (similar to <CITED HERE>) into the vectors pVSVCT-1 and pVSVCT-9 (Schnell et al., 1998), which had been digested with XmaI/NotI.	method	train
Thirty-one additional bindin sequences of E. viridis and 16 of E. vanbrunti (accession numbers AY451276–AY451323,<CITED HERE>4) were included in the analyses.	method	train
"EEG analyses
the analyses of oscillatory activity were conducted according to previously published methods (e.g., see <CITED HERE>; Bernasconi et al. 2011)."	method	train
Because the doses of labeled caffeine were adjusted to body weight, the 13C enrichment values were recorded without body weight normalization <CITED HERE>.	background	train
A recently proposed criterion selects the cut-point maximizing the classification concordance probability, which is equivalent to a product of the associated sensitivity and specificity <CITED HERE>.	background	train
Other studies, on the contrary, reported opposite results, supporting a link between beta-cell function and long-term complications [9,10], which may be exerted indirectly, through better metabolic control <CITED HERE>.	result	train
This is comparable to results obtained by GonzaÃÅle<CITED HERE>7), who conducted laboratory batch tests to determine the ability of Trametes versicolor to treat molasses-based distillery wastewater.	result	train
Data Centric Storage (DCS) <CITED HERE> is a prominent data-storage and queryprocessing mechanism on Wireless Sensor Networks (WSNs).	background	train
The Index was developed by Zill and Peterson, based on numerous preexisting instruments (Achenbach & Edelbrock, 1981; <CITED HERE>; Kellam, Branch, Agorwal, & Ensminger, 1975; Langner et al., 1976; Rutter, Tizard, & Whitmore, 1970; National Center for Health Statistics, 1971).	background	train
Trials were considered eligible if they satisfied the following inclusion criteria: <CITED HERE> RCTs comparing RIC versus no conditioning in patients with AMI; (2) patients were treated by primary PCI or thrombolysis; (3) RIC was induced by intermittent limb ischemia–reperfusion; and (4) trials at least reported one of the following outcome measures, including enzymatic myocardial infarction size as assessed by serum peak creatine	method	train
This is a puzzling finding, for in the barn owl, with its excellent high frequency hearing, there are no ‘tall’ hair cells in the basal half of the papilla<CITED HERE>85).	background	train
"While serum glucose was estimated by the modified glucose oxidase method, using GOD-POD kits (Glaxo India Ltd, Mumbai, India); for the hepatic LPO, SOD, CAT and GSH routine
protocols, followed earlier in our laboratory, were used (Jatwa and Kar, 2006; <CITED HERE>)."	method	train
Morphometrical analysis for villous height, crypt depth, villous width, epithelial surface area, and villous compartment volume was done as described elsewhere <CITED HERE>, but only the first 2 measurements were taken for biopsy samples obtained after baseline.	method	train
In addition, it was shown before that domain I is necessary for the degradation of the substrates <CITED HERE>.	background	train
For definition of infection we used criteria provided by the Guideline for Prevention of Surgical Site Infection (SSI), which distinguishes between superficial incisional SSI, deep incisional SSI and organ/space SSI <CITED HERE>.	method	train
"Molecular, anatomical and behavioural characteristics of GR-i mice
As previously reported (Froger et al. 2004 ; <CITED HERE> ; Pepin et al. 1992), genome incorporation of the transgene encoding GR antisense RNA downregulated GR expression in GR-i mice."	background	val
"Trait data collection
 We used 10 plant functional traits related to growth, survival, and the response to environmental change <CITED HERE>013), including leaf area (LA; mm2), specific leaf area (SLA; mm2 g 1), chlorophyll content (measured by the SPAD device unit [see below]),‚Ä¶"	method	train
<CITED HERE> identified somatic mutations in the ATP1A1 gene encoding Na+/K+ ATPase α subunit and the ATP2B3 gene encoding Ca2+ ATPase in APA, which are genes involved in regulating sodium, potassium, and calcium ion homeostasis.	background	train
We have implemented our ideas in the LLVM [28] compilation infrastructure, and have used this implementation to improve the effectiveness of Polly-LLVM <CITED HERE>, a loop-optimizer used in tandem with that compiler.	method	train
Since many of the interactions come from highthroughput studies and since such studies are known to have numerous false positives, we applied the method of Goldberg and Roth <CITED HERE> to estimate the reliability of each PPI.	method	train
The study reporting a 40% specificity included only five disease negative patients <CITED HERE>; in contrast to larger disease free cohorts [23,31] reporting specificities of up to 98.	result	train
In France, the SCID (the Structured Clinical Interview for <CITED HERE> [22]) was used to identify schizophrenia.	method	train
"However, several lignin-degrading white-rot fungi seem to operate ligninolysis without expressing detectable
ligninase activity (<CITED HERE>; Garzillo et al. 1992; Srebotnik et al. 1994; Eggert et al. 1996b, 1997)."	background	train
"Staffing measures used in previous studies include nurse full-time equivalents
(FTEs), nursing hours per patient day (HPPD), registered nurse (RN) skill mix, nurse-to-patient ratios, and nurseperceived staffing adequacy (<CITED HERE>; Schmalenberg and Kramer, 2009; Unruh et al., 2009)."	background	train
2013), whereas with the overexpression of the strawberry FaMYB1, it is shared only the down-regulation of ANS/ LDOX <CITED HERE>.	background	val
Several authors have reported Cx43 modulation in human diseases related to poor skin healing, such as hypertrophic scars and keloids <CITED HERE> or in wounds of diabetic patients [32,33].	background	train
"The electrostatic surface representations of the CRV-ZWE-157 protein structure and the DRBP template were produced by the Adaptive Poisson-Boltzmann Solver (APBS) plugin [43] in PyMOL [44]
 List of Abbreviations aa: amino acid; APBS: Adaptive Poisson-Boltzmann Solver; BLASTp: Basic local alignment search tool protein; CRV: Crocodilepox virus; CRV-ZWE: Crocodilepox virus strain Zimbabwe; DGCR8: DiGeorge syndrome critical region gene 8; DRBP: double-stranded RNA-binding proteins; dsRNA: doublestranded RNA; KSDSSP: Kabsch and Sander algorithm for defining the secondary structure of proteins; MCV: Molluscum contagiosum virus; MSA: Multiple sequence alignments;<CITED HERE>E: multiple sequence comparison by log-expectation; NCBI: National Center for Biotechnology Information; PSIBLAST: Position specific iterated-BLAST; RMSD: Root mean square deviation; RNAi: RNA interference; TRBP: TAR RNA Binding Protein; VACV: Vaccinia virus; VBRC: Viral bioinformatics resource center; VOCs: Viral Orthologous Clusters
 Acknowledgements This work was funded by a Canadian NSERC Discovery grant."	method	train
Recently, an ansatz for D = 11 FS spacetimes corresponding to M5-branes wrapping SLAG cycles of a Calabi-Yau 3-fold has been constructed [29] using the G-structures approach <CITED HERE>.	method	train
The remaining 10% were attributed to a diploid oocyte due to a failure in the first meiotic division (<CITED HERE>).	background	train
The cutting scores for TOMM and WMT were derived from the test manuals (Green, 2005; <CITED HERE>).	method	train
4B, top) by using a method of adenovirus conjugated to poly-Llysine as described previously <CITED HERE>.	method	train
Most recently, we identified 361 propionylation sites in 183 mid-exponential and late stationary phase proteins in Thermus thermophilus, an extremely thermophilic eubacterium <CITED HERE>, which was the first report showing the prevalence of post-translational lysine propionylation on diverse proteins.	background	train
Interestingly, this meta-perceptual distinction between being (perceived to be) dehumanized and disliked parallels a similar distinction between dehumanizing and disliking, which have been shown to exert independent effects on intergroup outcomes <CITED HERE>.	background	train
…kisspeptin was identified as a ligand for the orphan G-protein coupled receptor 54 (GPR54), which was first described in the rat brain and subsequently in human (then named AXOR12 and hOT7T175) (<CITED HERE>; Muir et al., 2001; Ohtaki et al., 2001), now termed KISS1R (Gottsch et al., 2009).	background	train
However, US and MW contrast strongly in protection levels, as US lacks law enforcement on the ground and therefore human disturbance is high (<CITED HERE>); 3) Matundu (MT) is the largest (526 km2) forest block in the Udzungwa range, and is predominantly lowland (280–1,000 m a.s.l.; Marshall…	background	val
We elected to take this course because formal methods for analyzing the efficiency of move ordering strategies in the alpha-beta search are unreported in the literature [27, 30], and as a result, practical experimentation is the accepted form of analysis in the state-of-the-art <CITED HERE>.	method	train
We then trained the unlexicalised parsers BitPar (<CITED HERE>) and LoPar (Schmid, 2000), and the Stanford parser (Klein and Manning, 2003) in its lexicalised and Markovised form14 on the training set and tested them on the 2000 test sentences as well as on the 200 TePaCoC sentences.	method	train
The keyword search semantics on XML documents are mainly focus on the Lowest common ancestor (LCA) based semantics, including the LCA semantics and its variants <CITED HERE> to improve the search quality.	background	val
The FLNA<CITED HERE> fragment was injected on immobilized ICL3 or ICL3ΔCt (FLNA negative control) prior to β-arr2 injection.	method	train
In a previous publication (<CITED HERE>) we showed that arachidonic acid induced apoptosis in rat hepatoma AS-30D cells along with a drastic increase of the production of reactive oxygen species (ROS).	background	train
If macros are considered to be critically important, it would be possible to replace them by function calls using demacrofication <CITED HERE>.	background	train
The term lesser known species does not imply that the species are unknown, but rather they presently constitute the bulk of wood that finds no economic use (<CITED HERE>).	background	train
These results are consistent with results from prior studies of normal personality traits during different periods in adulthood which suggest that genetic influences are stable over time (McGue et al. 1993; <CITED HERE>; Kandler et al. 2010).	result	train
Eicosanoids can have potent biological affects that include modulation of cellular replication and sensitivity to apoptosis.<CITED HERE> Their production is dependent on expression of specific enzymes and the relative abundance of PUFA substrate, which we clearly modified with our experimental diets.	background	val
As shown in the simulation studies in <CITED HERE> and in the asymptotic theory in Section 4, this approach yields adaptive tests that are comparable to the benchmark optimal adaptive test of Jennison and Turnbull (2006a,b) for a normal mean, which assumes known variance and a specified…	result	train
Further evidence that tyrosine phosphorylation targets functionally important residues includes modification of the response regulator PhoP switch residue Tyr98 [41] and SspA Tyr92, which protrudes from a surface-exposed pocket and is critical for activity <CITED HERE>.	background	train
Macrophages and polymorphonuclear cells present at the site of synovitis promotes the formation of reactive oxygen species and subsequent activation of inflammatory molecules which are involved in the progression of RA <CITED HERE>.	background	train
Two prospective studies described combination therapy with EECI and balloon dilation: one each from Japan [11] and Germany <CITED HERE>.	result	train
Interestingly, B. licheniformis fur (furBL) seems to have two independent PerR boxes suggesting that the regulation of furBL by PerRBL may be different from that of B. subtilis fur which has only one PerR box sequence in the promoter region (<CITED HERE>).	background	train
To quantify the difference between these patterns, we calculated the difference in perceived locations of the 4th and 5th click-pairs, a procedure introduced by <CITED HERE>).	method	train
Recognized risk factors that may account for the occurrence and severity of radiation retinopathy, especially in cases following low dosages, include diabetes mellitus and chemotherapy.<CITED HERE> Systemic hypertension may also be a risk factor in some cases.	background	train
We used expert consensus to identify Diagnosis Related Group (DRG), Current Procedural Terminology (CPT), and ICD9-CM codes relevant to diabetic foot conditions to adapt the classification scheme of the IWG on the diabetic foot.<CITED HERE> The risk categories were then ordered by severity into levels from 0 (lowest, with no codes of interest) to 6 (highest).	method	val
"Neuropsychological test variables used in the present analyses include Mini-Mental State Examination (<CITED HERE>)
 [35], Clinical Dementia Rating scale global & sum of boxes scores [36], Category Fluency (animal naming), Trailmaking tests A & B, WAIS Digit-Symbol substitution, Wechsler Logical Memory delayed recall, and the Wechsler Adult Intelligence Scale-revised (WAIS-R) forward and reverse digit span tests."	method	train
For example, NusA binds reversibly to RNAP in affecting pausing and termination (120) but is believed to bind irreversibly in an antitermination complex with N (8, 45) or Q of bacteriophage 82 (82Q) <CITED HERE>.	background	train
…including slope of the landscape and distance to road (Fortin et al. 2005), habitat diversity (Boyce, Mao & Merrill 2003), habitat openness (e.g. <CITED HERE>; Proffitt et al. 2009), snowpack and elk density (e.g. Gower et al. 2009; Proffitt et al. 2015), and predation risk from wolves…	background	train
Genome-wide SNP genotyping for <CITED HERE> subjects was performed by Affymetrix, Inc. (Santa Clara, CA) using the Affymetrix Genome-Wide Human SNP Array 6.0.	method	train
4%, an enormous improvement compared to the Lumbini survey 1995 result that reported just 15% <CITED HERE>.	result	train
Cattle and sheep are thought to be the major reservoir of STEC, since the species often carry STEC in their intestinal flora and serve as a source of food contamination (Martins da <CITED HERE>in Iranhas evaluated the presence of virulence factors in 290 fecal E.	background	train
Deep pocket volumes of surface pockets at protein interaction sites harboring a bound inhibitor (red circles) and pockets found elsewhere on the protein surface (black x’s) are plotted against the corresponding pocket volumes identified by<CITED HERE>r, for each of the sites used in Figure 1B.	method	train
The next section recaptures some basic results on multifractal products of stochastic processes as developed in Kahane (1985), Kahane (1987) and <CITED HERE>.	background	train
The knee extensor force was thus registered through the axis of the load cell perpendicular to the shank <CITED HERE>.	background	train
The HIR complex has been reported to interact with SWI/SNF and is necessary for the recruitment of SWI/SNF to the histone genes <CITED HERE>.	background	train
Hogan, et al also showed that literacy was the most important factor in increasing contraceptive knowledge and the desire to limit or space births <CITED HERE>.	background	train
All participants were randomised in the included trials, however, only four studies [32–35] specified the method used, one of which <CITED HERE> described randomisation by sequential allocation according to age (and symptom duration) a method deemed inappropriate by van Tulder et al.	result	train
<CITED HERE> Severe oxygenation failure: PaO2/FIO2 of less than 150 mmHg or intrapulmonary shunt 20% or greater while on positive end-expiratory pressure (PEEP) of 12 cm H2O or greater, with PAOP of less than 18 mmHg, and chest roentgenograph with infiltrates.	background	train
Inclusion criteria were <CITED HERE>: (1) All the patients had undergone total resection and were confirmed to be HGG by pathology.	background	train
We use one stage face detector with main bone of ZF-net [34], VGG CNN M 1024 <CITED HERE>, VGG16 [25] and ZF-24-net.	method	train
Random transposon mutagenesis by TnYLB-1 The mutagenesis was preformed according to Le <CITED HERE> [92].	method	train
Language Stream In our experiments, we apply the GoogleNet [36] with batch normalization [44] as image encoder and CNN-RNN <CITED HERE> as text encoder.	method	train
Investigations of the intact animal and of reduced abdominal preparations have shown that the force generated by the reflex can widely vary (<CITED HERE>).	background	train
We previously reported that oxidative DNA damage in chondrocytes accumulates in the degenerated articular cartilage in OA, reducing its maintenance potential <CITED HERE>.	background	train
An interpretative approach <CITED HERE> is used to gain a better understanding of the mechanisms influencing the development of electronic co-operation tools in the healthcare sector.	method	train
Increasing evidence suggests that the CaSR, a G protein-coupled receptor, plays an important role in controlling divalent cation reabsorption in the renal tubule in health and disease (<CITED HERE>; Riccardi & Kemp, 2012).	background	train
responsive elements (GREs), and indirectly, through suppression of other transcription factors (eg, NF-jB); and these mechanisms are relevant to GC efficacy and possibly side effects in DMD.<CITED HERE> The SPP1 promoter is predicted to contain both GREs and NF-jB–responsive sites, and further studies are needed to dissect these mechanisms both in vitro and in vivo.	background	train
One way to understand these algorithms is to view their cost functions as free-energy functions from statistical physics <CITED HERE>.	background	train
GATA4 is a critical transcription factor of most cardiacexpressed structural genes and hypertrophy-related genes, including the atrial natriuretic peptide (ANP) gene <CITED HERE>.	background	train
<CITED HERE>Error Duration Model contains long memory exclusively at the zero frequency.	background	train
Once in aquatic environments, inorganic Hg is microbiologically transformed to MeHg (Anderson et al. 2004; <CITED HERE>), making it more prone to biomagnification (Zahir et al. 2005).	background	train
An SVC is equivalent to a shunt capacitor and a shunt reactor that can be adjusted to control the voltage and reactive power at its terminals in a prescribed manner <CITED HERE>.	background	val
On the other hand, whereas the benchmark optimal adaptive test needs to assume a specified alternative, these adaptive two-stage tests and the adaptive tests of <CITED HERE> do not require such assumptions as they consider the estimated alternative at the end of the first stage.	background	train
To analyze the stability of such a multi-agent system, there are many possible approaches, such as the frequency domain approach (<CITED HERE>), the Lyapunov-based approach (Chopra & Spong, 2006; Hong et al., 2008; Lin et al., 2008; Liu & Passino, 2006; Olfati-Saber & Murray, 2004;…	method	train
In this article, we report absolute measurements of the optical coefficients of two-layered media that expand on our previous work on multi-distance absolute measurements on tissue-like phantoms [66], animal brain [35,51], and human brain <CITED HERE>.	background	train
Transient expression of antibody fragments in tobacco leaves The system for transient expression in tobacco was based on MagnICON‚Ñ¢ vectors from Icon Genetics GmbH (Hall<CITED HERE>any) [60,61].	method	train
These observations confirm previous results from our team <CITED HERE> who reported that an early reduction of CgA levels within 3 months from treatment (either surgical or systemic) can anticipate favourable prognosis.	result	val
GFP fluorescence of COS7 cells expressing GFP-COQ7 and the deletion mutants GFPCOQ7<CITED HERE>, lacking amino acids 1-10, and GFP-COQ7(30-217), lacking amino acids 1-29.	background	train
Some investigations did not find any association of statin use with anti-cancer effects on bladder cancer, while others suggested that statins increase the risk of bladder cancer <CITED HERE>.	background	val
…traditionally put forward as a major biological factor facilitating herbivory and frugivory in lizards (see Schoener et al. 1982; Van Damme 1999; <CITED HERE>), a recent review of frugivory and seed dispersal by lizards suggested that frugivory should be considered an island phenomenon,…	background	train
Aedes aegypti is a poikilothermic species; therefore, changes in response to environmental factors such as humidity, temperature and rainfall can affect the genetic structure of its populations <CITED HERE>.	background	train
By contrast, 3H-forskolin, which labels the G,-adenylate cyclase complex (Seamon et al., 1984), shows pronounced density in the molecular layer of the cerebellum without labeling the deep nuclei (<CITED HERE>).	background	val
Prothrombotic disorders were present in 11 children: antiphospholipid antibodies (n=5) <CITED HERE>; combined protein S deficiency and antiphospholipid antibodies (n=2) [36]; protein S deficiency (n=2) [16, 22]; protein C deficiency (n=1) [42]; heterozygote APC resistance (n=1) [26].	background	train
Additionally, PTM sites possessing protein structures with modified residues were obtained from annotations on the PTM-SD database <CITED HERE>.	method	train
Montreal WiFi Network: A co-location network for N = 103,425 users (nodes) of the Île Sans Fil free public wireless network in Montreal, Canada, where edges represent concurrent hotspot usage <CITED HERE>.	background	train
These genes were further filtered through phylogenetic analysis alongwith previously known CSL proteins from Arabidopsis, Brachypodium, maize, and rice, which reflected some non-targeted genes that were removed from further analysis <CITED HERE>.	method	train
Members of this family are present in animals from cnidarians to mammals and contain at least one cysteine-rich CABIT domain and a low-complexity proline-rich stretch (Chung et al., 2009; <CITED HERE>).	background	train
This model is derived from the results obtained in <CITED HERE>, where the authors evaluate the rate-distortion curve for thousands of time series from real datasets that are compressed with lightweight algorithms typically adopted by resource-constrained sensors.	method	train
A comparison between the findings of <CITED HERE>study.	result	train
"…semi- or
nonparametric frontier models have been developed (e.g., Simar, 1992; Park and Simar, 1994; Fan et al., 1996; Kneip and Simar, 1996; Park et al., 1998, 2003, 2006; Post et al., 2002; Griffin and Steel, 2004; Henderson and Simar, 2005; Kuosmanen et al., 2007; and <CITED HERE>)."	background	train
We include treatment with an angiotensin-converting enzyme inhibitor and thiazide diuretic for those without CVD or cerebrovascular disease history, while including beta-blockers for those with such a history, as per WHO guidelines further detailed in Text S1 <CITED HERE>.	method	train
Most algorithms proposed for mining closed patterns require all candidates found so far to be kept in memory to avoid duplicates <CITED HERE>.	background	train
Moreover HDAC1 is not crucial for enzymatic function of HDAC2 in embryonic stem cells, however overexpression of HDAC2 cannot compensate for the loss of HDAC1 (<CITED HERE>).	background	train
Going beyond a linear predictor, we used two implementations of <CITED HERE> [36] and Partek (Partek Software, http://www.partek.com), and examined radial, polynomial, and sigmoid kernels.	method	val
In addition, previous studies have shown that myocardial scar size and characteristics predict spontaneous ventricular arrhythmias in patients with an ischemic cardiomyopathy <CITED HERE> which can result in worse survival independent of LV functional improvement.	result	train
This increase activates the Na/Ca exchanger, which leads to an increase in cytosolic Ca <CITED HERE>.	background	train
Also, a recent study suggested that retinopathy of prematurity (ROP) may be increased due to INDO <CITED HERE>.	background	train
We expected partners with a lower level of education to be more vulnerable to high distress <CITED HERE> and partners’ level of distress in the long term to influence that of the patients [10].	background	train
Finding a serum -hCG level greater than the discriminatory zone, in combination with an indeterminate ultrasonography, has been shown to be associated with ectopic pregnancy.<CITED HERE> Typical transvaginal discriminatory zone values in the literature range from 1,500 to 3,000 mIU/mL and have largely been developed according to radiology-performed ultrasonography in outpatients,(10) with intrauterine pregnancy defined as the visualization of a gestational sac.	background	train
Excess glutamate and excitotoxicity also contributes to epilepsy (<CITED HERE>), and causes seizures in animal models.	background	train
Fractions 1, 2 and 3 were identified to contain different proteases, while fraction 4 showed four main peaks PhTx1, PhTx2, PhTx3 and PhTx4, containing polypeptides and enhancing different toxicological effects <CITED HERE>.	background	train
PerRBS regulon genes includes katA, ahpCF, hemAXCDBL, mrgA, pfeT (formerly zosA), fur, and perR (<CITED HERE>; Guan et al., 2015).	background	train
Immunoaffinity purification of TLA. mAb G19 recognizes an extracellular epitope associated with the tip link (<CITED HERE>).	background	train
Recent advanced templatebased approach <CITED HERE> and new approaches with R2* to HU conversion (41) and zero-echotime (42) show similar results to our approach and/or great potential for further improvement of MR-AC.	result	train
…one another in many acoustic features, such as Voice Onset Time (VOT), fundamental frequency, and the amplitude difference between the first harmonic and the second one (Cho et al. 2002, Han and Weitzman 1970, Kang 2014, Lisker and Abramson 1964, Oh 2011, Silva 2006, <CITED HERE>, among others).	background	train
The RDCs have been successfully applied in the refinement of protein structures (Stauffer et al. 2002), nucleic acids (McCallum and Pardi 2003) and protein– RNA complexes <CITED HERE>9).	method	train
As anticipated, FLNA<CITED HERE> did not affect β-arr2 interaction with ICL3ΔCt (Figure 7B), but partially inhibited β-arr2 binding to ICL3 (Figure 7C); we were unable to saturate ICL3 at the FLNA(16-23) concentration used (400 nM), which might explain this partial inhibition.	background	train
A number of studies, using closed DNA minicircles or plasmids that lack free ends, have shown that Ku also exhibits sequence-specific DNA binding to regulatory DNA elements effecting gene transcription and DNA replication <CITED HERE>.	background	train
We shall compare our iterative process with the algorithm <CITED HERE> to help understanding our extended version.	method	train
If too many side-effects are found with currently available hypnotics, it will be of interest to determine whether newer genetic methods for enhancing sleep in rodents can reverse/attenuate or slow-down Alzheimer's pathology in rodent models <CITED HERE>.	background	train
Using this KO model, DRA was found to contribute significantly to transcellular oxalate absorption, accounting for 42, 57 and 41% of J ms across the distal ileum, cecum and distal colon, respectively <CITED HERE>.	method	train
Prdm1 (encoding Blimp-1) has known roles in effector CD8+ and CD4+ T cell differentiation (Rutishauser et al., 2009; Shin et al., 2009; <CITED HERE>).	background	val
Intriguingly, using MPRs-deficient MEF cells, mouse and human CLN5 have been shown to reach lysosomes in an MPRindependent manner <CITED HERE>.	method	train
This area has been the subject of a great deal of recent interest <CITED HERE>.	background	val
In other words, the selectively bred animals would mainly differ in trait anxiety, which is an enduring feature of an individual and, consequently, does not vary from moment to moment, in contrast to state anxiety, which is provoked by an anxiogenic stimulus and only experienced at a particular moment in time <CITED HERE>.	background	train
Hearts were excised and perfused retrograde via the aorta with modified Krebs-Henseleit (K-H) buffer oxygenated with 95% O2-5% CO2 as previously described <CITED HERE>.	method	val
Buccal swabs from 379 <CITED HERE> were taken using Isohelix DNA Buccal Swabs (Cell Projects Ltd. UK).	method	train
As reported in a previous study <CITED HERE>, Dox-induced myocardial accumulation of LC3 and p62 proteins indicates a possible impairment of autophagic degradation.	background	train
It was suggested that the enhanced sympathetic nervous system resulting from a low protein diet increased cell proliferation and enhanced gastric carcinogenesis <CITED HERE>.	background	train
Additionally, several authors have reported cases where prolactin secreting adenomas either came to diagnosis or increased in size after exogenous estrogen administration or during pregnancy <CITED HERE>.	background	train
Although phase 1 frequency decays rapidly and substantially, generating a wide range of instantaneous frequencies in a short period (<CITED HERE>), the CoV was still less than those computed for phase 2 and 3 distributions.	background	train
It is well known that dexketoprofen acts principally through inhibiting COX-1 <CITED HERE>, and meloxicam is a selective and specific COX-2 inhibitor [4, 10].	background	train
To confirm these findings and explore which stage of the S-phase checkpoint pathway is defective in ctf18–2A cells, we examined the Mec1-dependent phosphorylation of the CMG helicase <CITED HERE>.	method	train
However, two other groups found that excitatory transmission was depressed only in wildtype mice (Kawamura et al., 2006; <CITED HERE>).	background	train
"…cocaine seeking is at peak levels between WD30 and WD90 and is
accompanied by increased BDNF levels, incubation of sucrose seeking in rats is much less persistent, returning to basal levels by WD90, and is not associated with increased BDNF levels in the NAc (Grimm et al., 2003; <CITED HERE>)."	background	val
For example, the maximum total cardiac output at 23 ˚C in Reeves’s study was around 30–40 ml min21 kg21, a value considerably lower than that reported by Shelton a<CITED HERE>76).	background	train
This pattern of crypt hyperplastic enteropathy also characterizes many infective states [21, 22], but in our Zambian population villous height and crypt depth are positively correlated <CITED HERE>, as occurs during starvation [23].	background	train
…even after the sensory input has been restored with CI technology, CI users show higher cross-modal activation in both visual and auditory cortex compared to normal hearing (NH) controls (Chen et al., 2016; Giraud et al., 2001a; Giraud et al., 2001b; Sandmann et al., 2012; <CITED HERE>).	background	train
We also calculated home range fidelity, defined as the percentage of the total accumulated home range used during each year or study period (<CITED HERE>; Börger et al. 2008).	method	train
Results can be returned in various forms, including the SZS-compliant result status used in the CASC <CITED HERE> competition for automated theorem provers.	method	train
Regardless of these differences, the results from both studies that used sites located in the 2004/2005 Alaska fire events were substantially different from previous findings from research in Canada, where the residual organic layers under trees were substantially shallower than the organic layers from across the plot <CITED HERE>.	result	train
IF cells were lysed in lysis buffer (<CITED HERE>) at 55 1C overnight, and the genomic DNA was extracted using the standard method of phenol-chloroform extraction.	method	train
It also extends the number of dendrophylliid corals known from the Azores to eight (<CITED HERE>).	background	train
Model calculations overpredicted the OH concentrations <CITED HERE>, particularly at altitudes less than 2 km, but found the overprediction to correlate with HCHO concentrations, indicating missing reactive VOCs in the model (Mao et al.	background	train
The concerns around these have therefore not been about being medically unsafe, but about their marketing potentially overstating product effectiveness and exploiting existing sociocultural biases (<CITED HERE>; Agarwal and Roy, 2012).	background	train
of the mice (n = 89) that were phenotyped for innominate artery atherosclerosis, an artery that recapitulates human atherosclerosis <CITED HERE>.	background	train
The randomized response technique for polling was first introduced in 1965 <CITED HERE>.	background	train
…previously identified POR genes, AtPORC is not expressed so strong in early seedling development, but its transcript levels increase in etiolated seedlings by illumination and are predominantly detectable in older seedlings and adult plants (Oosawa et al. 2000; <CITED HERE>; Frick et al. 2003).	background	train
Moreover, increasing number of studies has been carried out with multi-channel measurements with an aim to analyze the characteristics with respect to different auscultation locations simultaneously <CITED HERE>.	background	train
"Parallelization with GNU parallel
 To get the subset of results related to the e-commerce packages of interest, we merged the top 40 list provided by Robertshaw, the top ten of builtwith.comand the leading systemsfrom the<CITED HERE>r and Forresterreports, as already mentioned."	method	train
PS36 was used previously in a P. sojae genetic population study (Dorrance and Grünwald 2009), and P74-75 amplified interspecific polymorphic bands of P. sojae, P. rubi, and P. europea <CITED HERE>8).	method	train
Previous studies have demonstrated that ixazomib has a shorter proteasome dissociation half-life, a larger blood volume distribution at a steady state, and a greater and more constant biodistribution than bortezomib <CITED HERE>.	background	train
"Under mild regularity conditions on the densities (see Hyvärinen, 2005; <CITED HERE>, and below), the score can be rewritten
J(p0||pT ) =E [ d∑
i=1 ∂2i Tx(y) +
1 2(∂iTx(y))
2 ]
+E [ d∑
i=1 ∂iTx(y)∂i log q0(y)
] + J(p0||q0)
where J(p0||q0) is a constant term for the optimization…"	background	val
Sustained interest exists to numerically model electromagnetic (EM) fields produced by radiators embedded within planar-layered media of diverse anisotropy and loss [1]–<CITED HERE>.	background	train
…bird species), it is males that suffer from higher mortality when the parental effort is increased; this may be because males tend to adjust their investment according to brood size while females are working on their maximum level irrespective of the current brood size (<CITED HERE>).	background	train
No, or very few, UB-IG have been found in the mouse (Grozdanovic et al. 1992) and rat (<CITED HERE>).	background	train
In <CITED HERE> the authors give upper and lower bound of the message delivery delay in multi-copy message routing scheme.	background	train
These results are in accord with a general model for deuteromycete fungal isolate comparisons described by Maurer et al <CITED HERE>; both MetarhiziumandBeauveria are generalist fungal genera, which sometimes specialize on insects.	result	train
The free cytosolic ADP concentration ([ADP]) was calculated according to the method previously described by Kemp and coworkers (33), assuming that PCr represents 85% of the total creatine content (Cr PCr) <CITED HERE>:	method	train
For example, in the liver, pancreas, lung, and intestine, Sox9-positive cells can generate new daughter cells and differentiate into functional cells in damaged organs (<CITED HERE>; Reginensi et al., 2011; Seymour et al., 2007; Turcatel et al., 2013; Vidal et al., 2005).	background	train
Until now, research has mainly focused on the biological activities of chemicals extracted from the seeds and roots of J. mandshurica (Lee et al., 2000; <CITED HERE>; Min et al., 2002; Kim et al., 1998; Sugie et al., 1998), with few reports on the bioactive chemicals from the leaves.	method	train
Therefore, we adopted ClinVar [50] to map all the HPO terms to <CITED HERE>, and utilized SIDD [51] to map all the disease names in DO to MeSH ID, provided that there are direct mappings between MeSH ID and UMLS.	method	val
Increased tract size may be selectively favoured to grant females greater control over fertilization under sperm competition (<CITED HERE>).	background	train
"The results for veridical recall replicated previous results in the literature (<CITED HERE>08; McDermott & Watson, 2001), with the average recall of studied words increas-
ing monotonically as SOA increased."	result	train
